t,kp_lin,ki_lin,kd_lin,kp_ang,ki_ang,kd_ang,v_ref,w_ref_raw,w_ref,v_meas,w_meas,motor_rpm_mean,motor_current_mean,encoder_pulse_rate_mean,reward
1772525228.6288764,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.0012484450781934696,0.0,0.0,0.0,-0.0007490670469160818
1772525229.0432353,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,0.0012094966748290685,0.0,0.0,0.0,-0.0008505425127167881
1772525229.4541757,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.00030954671659641324,0.0,0.0,0.0,-0.00030667769744075477
1772525229.8620644,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,0.00015023436222054329,0.0,0.0,0.0,-0.0001210952889919673
1772525230.2741704,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.0013655427631894407,0.0,0.0,0.0,-0.0008343490941357187
1772525230.6850426,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.0006361272814389392,0.0,0.0,0.0,-0.00039100518889451975
1772525231.0929134,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.0020528911180465767,0.0,0.0,0.0,-0.0011681219426840522
1772525231.4993732,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.0005278016449181576,0.0,0.0,0.0,-0.0004164097697719207
1772525231.9099064,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.0006237480916529779,0.0,0.0,0.0,-0.000321468690499971
1772525232.3211234,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.0011584070836867391,0.0,0.0,0.0,-0.0006326694410467457
1772525232.7332053,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,0.0004456535874706542,0.0,0.0,0.0,-0.0003832328608510665
1772525233.1461608,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.0017726501481142112,0.0,0.0,0.0,-0.0011081554476155922
1772525233.5598845,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.0013654327867353832,0.0,0.0,0.0,-0.0007234381295055744
1772525233.9688363,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.0017328223425488111,0.0,0.0,0.0,-0.0009031501268557484
1772525234.3768177,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,2.2451935103958342e-06,0.0,0.0,0.0,-0.00017462935036111863
1772525234.7882712,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.0018104398373469757,0.0,0.0,0.0,-0.001086488421759225
1772525235.201088,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.0001939114967052235,0.0,0.0,0.0,-0.000258608582416787
1772525235.6120877,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.0015806821143965998,0.0,0.0,0.0,-0.0009290181189674375
1772525236.02451,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.0021325624075646268,0.0,0.0,0.0,-0.0011214692330991161
1772525236.4342608,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.0006450607615605766,0.0,0.0,0.0,-0.0004712805453806933
1772525236.847775,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.001759997721974322,0.0,0.0,0.0,-0.0009914925570285356
1772525237.2618363,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.0020168666518340633,0.0,0.0,0.0,-0.0010341202189030057
1772525237.6756444,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.0011225744211350772,0.0,0.0,0.0,-0.0006507164336374372
1772525238.0840833,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.0009394722309559513,0.0,0.0,0.0,-0.00048804633449588825
1772525238.4932055,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.0006221127856605604,0.0,0.0,0.0,-0.0003427923373598193
1772525238.8998833,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.0001954744581637518,0.0,0.0,0.0,-0.00014040106183155676
1772525239.317673,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.00045319015048011764,0.0,0.0,0.0,-0.00025236664447169543
1772525239.727027,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,0.00035353322903682006,0.0,0.0,0.0,-0.0002574389524701038
1772525240.1386805,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,0.0005512449258247662,0.0,0.0,0.0,-0.00029539363259117776
1772525240.5482576,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.0029248537201904236,0.0,0.0,0.0,-0.0018100367246967307
1772525240.9594517,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.001865554167592794,0.0,0.0,0.0,-0.00103870703905616
1772525241.3669343,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.00035709230061488394,0.0,0.0,0.0,-0.000329392337005233
1772525241.772105,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.00145340640883024,0.0,0.0,0.0,-0.0008363346152366557
1772525242.1776779,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.0002447424706476492,0.0,0.0,0.0,-0.0002432376291420837
1772525242.5913975,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.0013316049685121428,0.0,0.0,0.0,-0.0007744887340425208
1772525243.0025666,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.0009065871368835517,0.0,0.0,0.0,-0.000495795351604635
1772525243.4152205,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.0014192155900636175,0.0,0.0,0.0,-0.0007608706403498154
1772525243.828106,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.0008789099121829474,0.0,0.0,0.0,-0.0004934855238795408
1772525244.2413669,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.0006774576209446357,0.0,0.0,0.0,-0.000358874039596149
1772525244.6496506,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.0011233041675532767,0.0,0.0,0.0,-0.0006062367384375025
1772525245.059667,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.00028009764449700024,0.0,0.0,0.0,-0.00022436947455412777
1772525245.4678814,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.0010643720333414785,0.0,0.0,0.0,-0.0006106134555551871
1772525245.8751261,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,2.7620675999318327e-05,0.0,0.0,0.0,-0.00012300960893373884
1772525246.2887373,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.002552976364197133,0.0,0.0,0.0,-0.0015345478861182118
1772525246.6998641,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.0010799345435383793,0.0,0.0,0.0,-0.0006872714538350651
1772525247.1093113,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.0009017507405750909,0.0,0.0,0.0,-0.0004686937505838743
1772525247.5331054,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.0012654339077420626,0.0,0.0,0.0,-0.0006690852705877285
1772525247.9460728,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,0.00015668294838815021,0.0,0.0,0.0,-0.0002205531598070964
1772525248.3568208,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.002231566979782166,0.0,0.0,0.0,-0.0013546084827081146
