t,segment,cmd_v,cmd_w,ekf_v,ekf_wz,ekf_yaw_u,wheel_v,wheel_wz,wheel_yaw_u,imu_wz,imu_yaw_u,err_yaw_ekf_imu,err_yaw_wheel_imu,err_wz_ekf_imu,err_wz_wheel_imu
5.688795,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001133,-1.605862,1.605862,1.605862,-0.001133,-0.001133
5.738490,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000613,-1.605875,1.605875,1.605875,0.000613,0.000613
5.790953,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001133,-1.605890,1.605890,1.605890,-0.001133,-0.001133
5.838813,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.002358,-1.605958,1.605958,1.605958,0.002358,0.002358
5.888551,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001133,-1.606096,1.606096,1.606096,-0.001133,-0.001133
5.941882,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.004103,-1.606136,1.606136,1.606136,0.004103,0.004103
5.988379,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001133,-1.606138,1.606138,1.606138,-0.001133,-0.001133
6.041214,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.004103,-1.606230,1.606230,1.606230,0.004103,0.004103
6.088435,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.002358,-1.606201,1.606201,1.606201,0.002358,0.002358
6.138753,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001133,-1.606271,1.606271,1.606271,-0.001133,-0.001133
6.188524,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001133,-1.606393,1.606393,1.606393,-0.001133,-0.001133
6.238492,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001133,-1.606343,1.606343,1.606343,-0.001133,-0.001133
6.289105,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000613,-1.606425,1.606425,1.606425,0.000613,0.000613
6.338507,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.002358,-1.606497,1.606497,1.606497,0.002358,0.002358
6.390678,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001133,-1.606499,1.606499,1.606499,-0.001133,-0.001133
6.438655,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002878,-1.606487,1.606487,1.606487,-0.002878,-0.002878
6.489681,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.004103,-1.606465,1.606465,1.606465,0.004103,0.004103
6.538937,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002878,-1.606508,1.606508,1.606508,-0.002878,-0.002878
6.590244,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.002358,-1.606488,1.606488,1.606488,0.002358,0.002358
6.638440,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001133,-1.606618,1.606618,1.606618,-0.001133,-0.001133
6.690383,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001133,-1.606588,1.606588,1.606588,-0.001133,-0.001133
6.739497,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001133,-1.606667,1.606667,1.606667,-0.001133,-0.001133
6.788286,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001133,-1.606643,1.606643,1.606643,-0.001133,-0.001133
6.838267,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001133,-1.606635,1.606635,1.606635,-0.001133,-0.001133
6.888233,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001133,-1.606614,1.606614,1.606614,-0.001133,-0.001133
6.938226,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001133,-1.606742,1.606742,1.606742,-0.001133,-0.001133
6.988486,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001133,-1.606744,1.606744,1.606744,-0.001133,-0.001133
7.042222,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.002358,-1.606719,1.606719,1.606719,0.002358,0.002358
7.088429,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001133,-1.606794,1.606794,1.606794,-0.001133,-0.001133
7.138266,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.002358,-1.606752,1.606752,1.606752,0.002358,0.002358
7.188246,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001133,-1.606891,1.606891,1.606891,-0.001133,-0.001133
7.238653,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000613,-1.606905,1.606905,1.606905,0.000613,0.000613
7.288255,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001133,-1.606999,1.606999,1.606999,-0.001133,-0.001133
7.340955,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001133,-1.607076,1.607076,1.607076,-0.001133,-0.001133
7.388234,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001133,-1.607173,1.607173,1.607173,-0.001133,-0.001133
7.438672,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.002358,-1.607179,1.607179,1.607179,0.002358,0.002358
7.488251,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000613,-1.607192,1.607192,1.607192,0.000613,0.000613
7.538305,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001133,-1.607156,1.607156,1.607156,-0.001133,-0.001133
7.588224,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.005849,-1.607121,1.607121,1.607121,0.005849,0.005849
7.639111,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001133,-1.607152,1.607152,1.607152,-0.001133,-0.001133
7.688953,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.002358,-1.607163,1.607163,1.607163,0.002358,0.002358
7.739339,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001133,-1.607249,1.607249,1.607249,-0.001133,-0.001133
7.788404,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001133,-1.607155,1.607155,1.607155,-0.001133,-0.001133
7.838257,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.002358,-1.607258,1.607258,1.607258,0.002358,0.002358
7.888584,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001133,-1.607414,1.607414,1.607414,-0.001133,-0.001133
7.938324,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000613,-1.607616,1.607616,1.607616,0.000613,0.000613
7.988894,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001133,-1.607646,1.607646,1.607646,-0.001133,-0.001133
8.038332,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000613,-1.607774,1.607774,1.607774,0.000613,0.000613
8.089551,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001133,-1.607783,1.607783,1.607783,-0.001133,-0.001133
8.138984,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.002358,-1.607808,1.607808,1.607808,0.002358,0.002358
8.188226,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.004103,-1.607775,1.607775,1.607775,0.004103,0.004103
8.238556,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000613,-1.607775,1.607775,1.607775,0.000613,0.000613
8.288435,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001133,-1.607842,1.607842,1.607842,-0.001133,-0.001133
8.347050,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000613,-1.607982,1.607982,1.607982,0.000613,0.000613
8.388319,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000613,-1.608006,1.608006,1.608006,0.000613,0.000613
8.438329,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001133,-1.607953,1.607953,1.607953,-0.001133,-0.001133
8.488287,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000613,-1.607978,1.607978,1.607978,0.000613,0.000613
8.539432,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001133,-1.607971,1.607971,1.607971,-0.001133,-0.001133
8.588227,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.005849,-1.608050,1.608050,1.608050,0.005849,0.005849
8.638369,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001133,-1.608041,1.608041,1.608041,-0.001133,-0.001133
8.692481,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.002358,-1.608244,1.608244,1.608244,0.002358,0.002358
8.741238,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.004623,-1.608311,1.608311,1.608311,-0.004623,-0.004623
8.788337,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000613,-1.608360,1.608360,1.608360,0.000613,0.000613
8.839773,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.004103,-1.608423,1.608423,1.608423,0.004103,0.004103
8.888854,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001133,-1.608417,1.608417,1.608417,-0.001133,-0.001133
8.938418,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000613,-1.608406,1.608406,1.608406,0.000613,0.000613
8.988275,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002878,-1.608447,1.608447,1.608447,-0.002878,-0.002878
9.040109,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.002358,-1.608594,1.608594,1.608594,0.002358,0.002358
9.088667,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001133,-1.608577,1.608577,1.608577,-0.001133,-0.001133
9.138890,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000613,-1.608518,1.608518,1.608518,0.000613,0.000613
9.188450,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001133,-1.608557,1.608557,1.608557,-0.001133,-0.001133
9.238852,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.004103,-1.608556,1.608556,1.608556,0.004103,0.004103
9.289102,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001133,-1.608561,1.608561,1.608561,-0.001133,-0.001133
9.338999,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000613,-1.608637,1.608637,1.608637,0.000613,0.000613
9.388805,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001133,-1.608631,1.608631,1.608631,-0.001133,-0.001133
9.439080,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.002358,-1.608642,1.608642,1.608642,0.002358,0.002358
9.489360,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000613,-1.608632,1.608632,1.608632,0.000613,0.000613
9.538342,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000613,-1.608602,1.608602,1.608602,0.000613,0.000613
9.588986,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.004103,-1.608662,1.608662,1.608662,0.004103,0.004103
9.638973,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000613,-1.608798,1.608798,1.608798,0.000613,0.000613
9.689839,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000613,-1.608826,1.608826,1.608826,0.000613,0.000613
9.738443,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001133,-1.608795,1.608795,1.608795,-0.001133,-0.001133
9.789178,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.002358,-1.608769,1.608769,1.608769,0.002358,0.002358
9.838384,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002878,-1.608689,1.608689,1.608689,-0.002878,-0.002878
9.889014,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000613,-1.608691,1.608691,1.608691,0.000613,0.000613
9.940082,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000613,-1.608677,1.608677,1.608677,0.000613,0.000613
9.991332,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.004103,-1.608685,1.608685,1.608685,0.004103,0.004103
10.038236,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001133,-1.608806,1.608806,1.608806,-0.001133,-0.001133
10.088971,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001133,-1.608892,1.608892,1.608892,-0.001133,-0.001133
10.139135,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001133,-1.608952,1.608952,1.608952,-0.001133,-0.001133
10.188335,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001133,-1.609117,1.609117,1.609117,-0.001133,-0.001133
10.238365,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000613,-1.609100,1.609100,1.609100,0.000613,0.000613
10.288568,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000613,-1.609118,1.609118,1.609118,0.000613,0.000613
10.339794,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001133,-1.609130,1.609130,1.609130,-0.001133,-0.001133
10.388817,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001133,-1.609131,1.609131,1.609131,-0.001133,-0.001133
10.438769,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.002358,-1.609099,1.609099,1.609099,0.002358,0.002358
10.488269,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000613,-1.609049,1.609049,1.609049,0.000613,0.000613
10.539031,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.002358,-1.609088,1.609088,1.609088,0.002358,0.002358
10.588248,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002878,-1.609043,1.609043,1.609043,-0.002878,-0.002878
10.638863,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001133,-1.609204,1.609204,1.609204,-0.001133,-0.001133
10.690439,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.002358,-1.609182,1.609182,1.609182,0.002358,0.002358
10.738526,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001133,-1.609298,1.609298,1.609298,-0.001133,-0.001133
10.788222,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000613,-1.609404,1.609404,1.609404,0.000613,0.000613
10.840079,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000613,-1.609408,1.609408,1.609408,0.000613,0.000613
10.889103,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000613,-1.609363,1.609363,1.609363,0.000613,0.000613
10.939288,stop,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.002358,-1.609384,1.609384,1.609384,0.002358,0.002358
