t,segment,v,w,motor_id,rpm,current,pulse_count,dpps,cpr_est
1772005599.7990546,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005599.81891,stop,0.0,0.0,0,0.0,0.0,0,0.0,nan
1772005599.8189464,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005599.818988,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005599.8388846,stop,0.0,0.0,0,0.0,0.0,0,0.0,nan
1772005599.8389215,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005599.8389428,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005599.8591492,stop,0.0,0.0,0,0.0,0.0,0,0.0,nan
1772005599.8591862,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005599.8592079,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005599.8791263,stop,0.0,0.0,0,0.0,0.0,0,0.0,nan
1772005599.8791628,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005599.879183,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005599.8991327,stop,0.0,0.0,0,0.0,0.0,0,0.0,nan
1772005599.8991694,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005599.8991904,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005599.9190643,stop,0.0,0.0,0,0.0,0.0,0,0.0,nan
1772005599.9191,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005599.9191215,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005599.9390295,stop,0.0,0.0,0,0.0,0.0,0,0.0,nan
1772005599.9390697,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005599.9390907,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005599.9587667,stop,0.0,0.0,0,0.0,0.0,0,0.0,nan
1772005599.958805,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005599.9588273,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005599.9787767,stop,0.0,0.0,0,0.0,0.0,0,0.0,nan
1772005599.9788105,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005599.979051,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005599.998875,stop,0.0,0.0,0,0.0,0.0,0,0.0,nan
1772005599.9989135,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005599.9989362,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005600.018987,stop,0.0,0.0,0,0.0,0.0,0,0.0,nan
1772005600.0190217,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005600.0190437,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005600.0389955,stop,0.0,0.0,0,0.0,0.0,0,0.0,nan
1772005600.03903,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005600.0390515,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005600.0589366,stop,0.0,0.0,0,0.0,0.0,0,0.0,nan
1772005600.0589747,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005600.0589962,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005600.0787547,stop,0.0,0.0,0,0.0,0.0,0,0.0,nan
1772005600.078791,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005600.0788126,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005600.0988486,stop,0.0,0.0,0,0.0,0.0,0,0.0,nan
1772005600.0988884,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005600.0989099,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005600.1189609,stop,0.0,0.0,0,0.0,0.0,0,0.0,nan
1772005600.1189985,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005600.119046,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005600.1389287,stop,0.0,0.0,0,0.0,0.0,0,0.0,nan
1772005600.1389737,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005600.1389976,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005600.1587198,stop,0.0,0.0,0,0.0,0.0,0,0.0,nan
1772005600.1587586,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005600.15878,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005600.1788514,stop,0.0,0.0,0,0.0,0.0,0,0.0,nan
1772005600.1788902,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005600.1789114,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005600.1988213,stop,0.0,0.0,0,0.0,0.0,0,0.0,nan
1772005600.1988585,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005600.1988795,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005600.2191186,stop,0.0,0.0,0,0.0,0.0,0,0.0,nan
1772005600.219158,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005600.2191792,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005600.2390594,stop,0.0,0.0,0,0.0,0.0,0,0.0,nan
1772005600.2390985,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005600.2391195,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005600.2589638,stop,0.0,0.0,0,0.0,0.0,0,0.0,nan
1772005600.2590008,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005600.259022,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005600.2791939,stop,0.0,0.0,0,0.0,0.0,0,0.0,nan
1772005600.2792323,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005600.2792542,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005600.2990234,stop,0.0,0.0,0,0.0,0.0,0,0.0,nan
1772005600.299064,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005600.2990854,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005600.3191903,stop,0.0,0.0,0,0.0,0.0,0,0.0,nan
1772005600.3192356,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005600.319258,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005600.3387094,stop,0.0,0.0,0,0.0,0.0,0,0.0,nan
1772005600.3387496,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005600.3387723,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005600.3587265,stop,0.0,0.0,0,0.0,0.0,0,0.0,nan
1772005600.3587656,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005600.3587878,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005600.3785896,stop,0.0,0.0,0,0.0,0.0,0,0.0,nan
1772005600.378628,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005600.3786497,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005600.3986037,stop,0.0,0.0,0,0.0,0.0,0,0.0,nan
1772005600.398641,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005600.3986623,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005600.4188795,stop,0.0,0.0,0,0.0,0.0,0,0.0,nan
1772005600.4189174,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005600.4189384,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005600.438832,stop,0.0,0.0,0,0.0,0.0,0,0.0,nan
1772005600.4388678,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005600.43889,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005600.458499,stop,0.0,0.0,0,0.0,0.0,0,0.0,nan
1772005600.4585352,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005600.4585567,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005600.478492,stop,0.0,0.0,0,0.0,0.0,0,0.0,nan
1772005600.4785287,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005600.4785497,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005600.4987419,stop,0.0,0.0,0,0.0,0.0,0,0.0,nan
1772005600.4987779,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005600.4987988,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005600.5187216,stop,0.0,0.0,0,0.0,0.0,0,0.0,nan
1772005600.518757,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005600.5187798,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005600.538766,stop,0.0,0.0,0,0.0,0.0,0,0.0,nan
1772005600.5388017,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005600.5388231,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005600.5588777,stop,0.0,0.0,0,0.0,0.0,0,0.0,nan
1772005600.5589194,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005600.5589433,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005600.5785208,stop,0.0,0.0,0,0.0,0.0,0,0.0,nan
1772005600.578563,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005600.5785909,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005600.5985103,stop,0.0,0.0,0,0.0,0.0,0,0.0,nan
1772005600.5985467,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005600.5985708,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005600.6184764,stop,0.0,0.0,0,0.0,0.0,0,0.0,nan
1772005600.6185133,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005600.6185365,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005600.6387236,stop,0.0,0.0,0,0.0,0.0,0,0.0,nan
1772005600.6387606,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005600.6387818,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005600.6588295,stop,0.0,0.0,0,0.0,0.0,0,0.0,nan
1772005600.6588664,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005600.658888,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005600.678713,stop,0.0,0.0,0,0.0,0.0,0,0.0,nan
1772005600.6787493,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005600.678774,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005600.6986496,stop,0.0,0.0,0,0.0,0.0,0,0.0,nan
1772005600.6986854,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005600.698707,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005600.7186122,stop,0.0,0.0,0,0.0,0.0,0,0.0,nan
1772005600.7186484,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005600.71867,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005600.7386155,stop,0.0,0.0,0,0.0,0.0,0,0.0,nan
1772005600.7386508,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005600.7386727,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005600.758511,stop,0.0,0.0,0,0.0,0.0,0,0.0,nan
1772005600.7585487,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005600.758571,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005600.7784233,stop,0.0,0.0,0,0.0,0.0,0,0.0,nan
1772005600.7784617,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005600.7784848,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005600.7983837,stop,0.0,0.0,0,0.0,0.0,0,0.0,nan
1772005600.7984242,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005600.7984471,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005600.818537,stop,0.0,0.0,0,0.0,0.0,0,0.0,nan
1772005600.8185747,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005600.8185966,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005600.8385108,stop,0.0,0.0,0,0.0,0.0,0,0.0,nan
1772005600.8385477,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005600.8385692,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005600.8582358,stop,0.0,0.0,0,0.0,0.0,0,0.0,nan
1772005600.8582723,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005600.858293,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005600.878258,stop,0.0,0.0,0,0.0,0.0,0,0.0,nan
1772005600.878294,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005600.878316,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005600.8984823,stop,0.0,0.0,0,0.0,0.0,0,0.0,nan
1772005600.8985226,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005600.898544,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005600.9182098,stop,0.0,0.0,0,0.0,0.0,0,0.0,nan
1772005600.9182465,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005600.9182665,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005600.9384239,stop,0.0,0.0,0,0.0,0.0,0,0.0,nan
1772005600.93846,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005600.9384816,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005600.958435,stop,0.0,0.0,0,0.0,0.0,0,0.0,nan
1772005600.958471,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005600.9584916,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005600.9781904,stop,0.0,0.0,0,0.0,0.0,0,0.0,nan
1772005600.9782276,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005600.9782486,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005600.9982572,stop,0.0,0.0,0,0.0,0.0,0,0.0,nan
1772005600.998295,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005600.9983165,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005601.0182047,stop,0.0,0.0,0,0.0,0.0,0,0.0,nan
1772005601.0182421,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005601.0182633,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005601.038179,stop,0.0,0.0,0,0.0,0.0,0,0.0,nan
1772005601.0382147,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005601.0382354,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005601.0581226,stop,0.0,0.0,0,0.0,0.0,0,0.0,nan
1772005601.0581584,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005601.0581791,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005601.0781157,stop,0.0,0.0,0,0.0,0.0,0,0.0,nan
1772005601.078151,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005601.078172,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005601.0980911,stop,0.0,0.0,0,0.0,0.0,0,0.0,nan
1772005601.0981264,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005601.0981474,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005601.1180634,stop,0.0,0.0,0,0.0,0.0,0,0.0,nan
1772005601.1180997,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005601.11812,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005601.138101,stop,0.0,0.0,0,0.0,0.0,0,0.0,nan
1772005601.138137,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005601.138158,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005601.158089,stop,0.0,0.0,0,0.0,0.0,0,0.0,nan
1772005601.1581426,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005601.1581666,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005601.17809,stop,0.0,0.0,0,0.0,0.0,0,0.0,nan
1772005601.1781273,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005601.1781497,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005601.198222,stop,0.0,0.0,0,0.0,0.0,0,0.0,nan
1772005601.1982613,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005601.198283,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005601.2181678,stop,0.0,0.0,0,0.0,0.0,0,0.0,nan
1772005601.2182057,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005601.2182271,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005601.2381256,stop,0.0,0.0,0,0.0,0.0,0,0.0,nan
1772005601.2381628,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005601.2381835,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005601.2581728,stop,0.0,0.0,0,0.0,0.0,0,0.0,nan
1772005601.2582128,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005601.2582347,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005601.2784688,stop,0.0,0.0,0,0.0,0.0,0,0.0,nan
1772005601.2785096,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005601.2785316,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005601.2982984,stop,0.0,0.0,0,0.0,0.0,0,0.0,nan
1772005601.2983365,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005601.298358,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005601.3182976,stop,0.0,0.0,0,0.0,0.0,0,0.0,nan
1772005601.318335,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005601.3183558,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005601.3380291,stop,0.0,0.0,0,0.0,0.0,0,0.0,nan
1772005601.3380692,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005601.338091,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005601.3582335,stop,0.0,0.0,0,0.0,0.0,0,0.0,nan
1772005601.358277,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005601.3583007,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
