t,segment,v,w,motor_id,rpm,current,pulse_count,dpps,cpr_est
1772005616.0697844,straight,0.36800000071525574,0.006000000052154064,0,634.0,-7.099999904632568,869,44317.58090655368,4194.092830273219
1772005616.0698397,straight,0.36800000071525574,0.006000000052154064,1,656.0,-5.900000095367432,1423,0.0,0.0
1772005616.069872,straight,0.36800000071525574,0.006000000052154064,0,0.0,0.0,0,nan,nan
1772005616.0899577,straight,0.36899998784065247,0.0,0,634.0,-7.099999904632568,869,43088.263258140214,4077.7536206441846
1772005616.0900211,straight,0.36899998784065247,0.0,1,632.0,-6.5,1419,-198.33492869109418,18.829265382065902
1772005616.0900574,straight,0.36899998784065247,0.0,0,0.0,0.0,0,nan,nan
1772005616.1095371,straight,0.35899999737739563,-0.007000000216066837,0,634.0,-7.099999904632568,869,44368.630305812054,4198.924003704611
1772005616.1095953,straight,0.35899999737739563,-0.007000000216066837,1,632.0,-6.5,1419,0.0,0.0
1772005616.1096277,straight,0.35899999737739563,-0.007000000216066837,0,0.0,0.0,0,nan,nan
1772005616.1294632,straight,0.34599998593330383,0.006000000052154064,0,596.0,-7.300000190734863,808,40546.42734070991,4081.8551014137493
1772005616.1295166,straight,0.34599998593330383,0.006000000052154064,1,632.0,-6.5,1419,0.0,0.0
1772005616.1295478,straight,0.34599998593330383,0.006000000052154064,0,0.0,0.0,0,nan,nan
1772005616.1497943,straight,0.3400000035762787,0.017999999225139618,0,596.0,-7.300000190734863,808,39745.30539320544,4001.2052409267217
1772005616.1498504,straight,0.3400000035762787,0.017999999225139618,1,571.0,-6.0,1300,-5853.578393306247,615.0870465820925
1772005616.1498857,straight,0.3400000035762787,0.017999999225139618,0,0.0,0.0,0,nan,nan
1772005616.169735,straight,0.3330000042915344,-0.0020000000949949026,0,596.0,-7.300000190734863,808,40523.00149236351,4079.496794533239
1772005616.1697927,straight,0.3330000042915344,-0.0020000000949949026,1,571.0,-6.0,1300,0.0,0.0
1772005616.1698248,straight,0.3330000042915344,-0.0020000000949949026,0,0.0,0.0,0,nan,nan
1772005616.1896772,straight,0.3179999887943268,-0.02199999988079071,0,531.0,-6.0,647,32439.121620945494,3665.437471293276
1772005616.1897314,straight,0.3179999887943268,-0.02199999988079071,1,533.0,-7.900000095367432,1372,3609.917707431338,406.3697231630024
1772005616.1897686,straight,0.3179999887943268,-0.02199999988079071,0,0.0,0.0,0,nan,nan
1772005616.2100952,straight,0.3109999895095825,-0.0010000000474974513,0,531.0,-6.0,647,31694.49757063622,3581.2991605238667
1772005616.2101622,straight,0.3109999895095825,-0.0010000000474974513,1,533.0,-7.900000095367432,1372,0.0,0.0
1772005616.2101994,straight,0.3109999895095825,-0.0010000000474974513,0,0.0,0.0,0,nan,nan
1772005616.229679,straight,0.3019999861717224,0.009999999776482582,0,518.0,-5.099999904632568,582,29712.713288818522,3441.627021870871
1772005616.2297335,straight,0.3019999861717224,0.009999999776482582,1,533.0,-7.900000095367432,1372,0.0,0.0
1772005616.2297661,straight,0.3019999861717224,0.009999999776482582,0,0.0,0.0,0,nan,nan
1772005616.2496536,straight,0.296999990940094,0.014999999664723873,0,518.0,-5.099999904632568,582,29137.20675624454,3374.966033541839
1772005616.2497077,straight,0.296999990940094,0.014999999664723873,1,500.0,-6.300000190734863,1229,-7159.141866225033,859.0970239470039
1772005616.2497442,straight,0.296999990940094,0.014999999664723873,0,0.0,0.0,0,nan,nan
1772005616.2700524,straight,0.2849999964237213,0.014000000432133675,0,518.0,-5.099999904632568,582,28535.714800515612,3305.295150638874
1772005616.2701154,straight,0.2849999964237213,0.014000000432133675,1,500.0,-6.300000190734863,1229,0.0,0.0
1772005616.2701492,straight,0.2849999964237213,0.014000000432133675,0,0.0,0.0,0,nan,nan
1772005616.2896574,straight,0.2680000066757202,0.004000000189989805,0,518.0,-5.099999904632568,582,29682.745007059126,3438.155792323451
1772005616.2897134,straight,0.2680000066757202,0.004000000189989805,1,457.0,-5.599999904632568,1204,-1275.0320020214401,167.40026284745386
1772005616.289751,straight,0.2680000066757202,0.004000000189989805,0,0.0,0.0,0,nan,nan
1772005616.309644,straight,0.2540000081062317,0.009999999776482582,0,518.0,-5.099999904632568,582,29118.73208056861,3372.8261097183718
1772005616.3096974,straight,0.2540000081062317,0.009999999776482582,1,457.0,-5.599999904632568,1204,0.0,0.0
1772005616.3097293,straight,0.2540000081062317,0.009999999776482582,0,0.0,0.0,0,nan,nan
1772005616.3299751,straight,0.25,-0.0020000000949949026,0,426.0,-4.900000095367432,449,22088.660439389172,3111.0789351252356
1772005616.3300407,straight,0.25,-0.0020000000949949026,1,457.0,-5.599999904632568,1204,0.0,0.0
1772005616.330074,straight,0.25,-0.0020000000949949026,0,0.0,0.0,0,nan,nan
1772005616.3496268,straight,0.23600000143051147,0.0,0,426.0,-4.900000095367432,449,22843.836885354973,3217.441814838729
1772005616.349681,straight,0.23600000143051147,0.0,1,404.0,-5.900000095367432,1035,-8598.237045935392,1276.9658979111969
1772005616.3497155,straight,0.23600000143051147,0.0,0,0.0,0.0,0,nan,nan
1772005616.369954,straight,0.22200000286102295,-0.004999999888241291,0,426.0,-4.900000095367432,449,22092.45134887457,3111.612866038672
1772005616.370016,straight,0.22200000286102295,-0.004999999888241291,1,404.0,-5.900000095367432,1035,0.0,0.0
1772005616.3700516,straight,0.22200000286102295,-0.004999999888241291,0,0.0,0.0,0,nan,nan
1772005616.3896036,straight,0.210999995470047,-0.014000000432133675,0,353.0,-4.900000095367432,360,18317.351783069644,3113.4308979721773
1772005616.3896604,straight,0.210999995470047,-0.014000000432133675,1,404.0,-5.900000095367432,1035,0.0,0.0
1772005616.3896937,straight,0.210999995470047,-0.014000000432133675,0,0.0,0.0,0,nan,nan
1772005616.4095259,straight,0.2070000022649765,-0.012000000104308128,0,353.0,-4.900000095367432,360,18069.418187403488,3071.289210323539
1772005616.4095795,straight,0.2070000022649765,-0.012000000104308128,1,363.0,-6.900000095367432,971,-3212.3410110939535,530.9654563791659
1772005616.4096155,straight,0.2070000022649765,-0.012000000104308128,0,0.0,0.0,0,nan,nan
1772005616.4293694,straight,0.20100000500679016,0.004999999888241291,0,336.0,-4.900000095367432,360,18168.52212694825,3244.3789512407593
1772005616.4294398,straight,0.20100000500679016,0.004999999888241291,1,363.0,-6.900000095367432,971,0.0,0.0
1772005616.429655,straight,0.20100000500679016,0.004999999888241291,0,0.0,0.0,0,nan,nan
1772005616.4496357,straight,0.1979999989271164,-0.004000000189989805,0,336.0,-4.900000095367432,360,17738.29277611846,3167.552281449725
1772005616.4496906,straight,0.1979999989271164,-0.004000000189989805,1,341.0,-6.900000095367432,1256,14042.815114427112,2470.8765597232455
1772005616.4497278,straight,0.1979999989271164,-0.004000000189989805,0,0.0,0.0,0,nan,nan
1772005616.4695191,straight,0.1940000057220459,0.009999999776482582,0,336.0,-4.900000095367432,360,18105.18751837753,3233.069199710273
1772005616.469572,straight,0.1940000057220459,0.009999999776482582,1,341.0,-6.900000095367432,1256,0.0,0.0
1772005616.4696038,straight,0.1940000057220459,0.009999999776482582,0,0.0,0.0,0,nan,nan
1772005616.4900758,straight,0.1889999955892563,-0.003000000026077032,0,336.0,-4.900000095367432,360,17518.936145016338,3128.381454467203
1772005616.4901392,straight,0.1889999955892563,-0.003000000026077032,1,341.0,-6.900000095367432,1256,0.0,0.0
1772005616.4901736,straight,0.1889999955892563,-0.003000000026077032,0,0.0,0.0,0,nan,nan
1772005616.5097992,straight,0.17299999296665192,-0.0010000000474974513,0,336.0,-4.900000095367432,360,18250.165049933184,3258.9580446309255
1772005616.5098636,straight,0.17299999296665192,-0.0010000000474974513,1,297.0,-6.900000095367432,947,-15664.72500119265,3164.5909093318483
1772005616.5099013,straight,0.17299999296665192,-0.0010000000474974513,0,0.0,0.0,0,nan,nan
1772005616.5297334,straight,0.14800000190734863,-0.008999999612569809,0,249.0,-2.9000000953674316,224,11235.343582052023,2707.3117065185597
1772005616.5297916,straight,0.14800000190734863,-0.008999999612569809,1,297.0,-6.900000095367432,947,0.0,0.0
1772005616.529825,straight,0.14800000190734863,-0.008999999612569809,0,0.0,0.0,0,nan,nan
1772005616.5499809,straight,0.1289999932050705,-0.009999999776482582,0,249.0,-2.9000000953674316,224,11065.180184856388,2666.3084782786477
1772005616.5500467,straight,0.1289999932050705,-0.009999999776482582,1,227.0,-4.900000095367432,712,-11608.559568934157,3068.3417362821565
1772005616.550085,straight,0.1289999932050705,-0.009999999776482582,0,0.0,0.0,0,nan,nan
1772005616.5695283,straight,0.10100000351667404,-0.004999999888241291,0,249.0,-2.9000000953674316,224,11456.653088166198,2760.6392983533005
1772005616.5695853,straight,0.10100000351667404,-0.004999999888241291,1,227.0,-4.900000095367432,712,0.0,0.0
1772005616.5696192,straight,0.10100000351667404,-0.004999999888241291,0,0.0,0.0,0,nan,nan
1772005616.589578,other,0.07000000029802322,-0.004000000189989805,0,118.0,-0.8999999761581421,144,7212.4526601407815,3667.348810241075
1772005616.589634,other,0.07000000029802322,-0.004000000189989805,1,227.0,-4.900000095367432,712,0.0,0.0
1772005616.5896676,other,0.07000000029802322,-0.004000000189989805,0,0.0,0.0,0,nan,nan
1772005616.6098802,other,0.03799999877810478,0.00800000037997961,0,118.0,-0.8999999761581421,144,7065.937265686616,3592.849457128788
1772005616.6099467,other,0.03799999877810478,0.00800000037997961,1,60.0,-1.899999976158142,440,-13346.770390741387,13346.770390741387
1772005616.6099844,other,0.03799999877810478,0.00800000037997961,0,0.0,0.0,0,nan,nan
1772005616.6296916,stop,0.024000000208616257,-0.029999999329447746,0,23.0,0.0,45,2279.6065034378735,5946.799574185758
1772005616.6297534,stop,0.024000000208616257,-0.029999999329447746,1,60.0,-1.899999976158142,440,0.0,0.0
1772005616.629788,stop,0.024000000208616257,-0.029999999329447746,0,0.0,0.0,0,nan,nan
1772005616.649591,stop,0.012000000104308128,0.0010000000474974513,0,23.0,0.0,45,2252.5699570586207,5876.269453196402
1772005616.6496499,stop,0.012000000104308128,0.0010000000474974513,1,0.0,0.0,117,-16168.446580665212,nan
1772005616.6496813,stop,0.012000000104308128,0.0010000000474974513,0,0.0,0.0,0,nan,nan
1772005616.669606,stop,0.0,0.0,0,23.0,0.0,45,2248.3562267668376,5865.277113304794
1772005616.669657,stop,0.0,0.0,1,0.0,0.0,117,0.0,nan
1772005616.6696823,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005616.6896145,stop,-0.003000000026077032,-0.003000000026077032,0,23.0,0.0,45,2250.0614266688885,5869.725460875362
1772005616.6896846,stop,-0.003000000026077032,-0.003000000026077032,1,0.0,0.0,117,0.0,nan
1772005616.6897156,stop,-0.003000000026077032,-0.003000000026077032,0,0.0,0.0,0,nan,nan
1772005616.7099578,stop,-0.0010000000474974513,-0.003000000026077032,0,23.0,0.0,45,2211.3625211929266,5768.7717944163305
1772005616.7100205,stop,-0.0010000000474974513,-0.003000000026077032,1,-1.0,0.0,-8,-6142.673669980352,nan
1772005616.7100549,stop,-0.0010000000474974513,-0.003000000026077032,0,0.0,0.0,0,nan,nan
1772005616.729452,stop,0.0,0.0,0,0.0,0.0,-3,-153.92125952736012,nan
1772005616.729507,stop,0.0,0.0,1,-1.0,0.0,-8,0.0,nan
1772005616.729533,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005616.7490923,stop,0.0,0.0,0,0.0,0.0,-3,-152.68189566875765,nan
1772005616.749136,stop,0.0,0.0,1,0.0,0.0,-3,254.4698261145961,nan
1772005616.7491627,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005616.7700534,stop,0.0,0.0,0,0.0,0.0,-3,-143.20923982160542,nan
1772005616.7701175,stop,0.0,0.0,1,0.0,0.0,-3,0.0,nan
1772005616.7701428,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005616.789423,stop,0.0,0.0,0,1.0,0.0,0,0.0,nan
1772005616.7894688,stop,0.0,0.0,1,0.0,0.0,-3,0.0,nan
1772005616.7894936,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005616.809315,stop,0.0,0.0,0,1.0,0.0,0,0.0,nan
1772005616.8093796,stop,0.0,0.0,1,0.0,0.0,0,150.78701776201368,nan
1772005616.8094084,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005616.8293664,stop,0.0,0.0,0,-2.0,0.0,0,0.0,nan
1772005616.829414,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005616.8294387,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005616.8494453,stop,0.0,-0.0010000000474974513,0,-2.0,0.0,0,0.0,nan
1772005616.8494973,stop,0.0,-0.0010000000474974513,1,0.0,0.0,0,0.0,nan
1772005616.8495245,stop,0.0,-0.0010000000474974513,0,0.0,0.0,0,nan,nan
1772005616.8695846,stop,0.0,-0.0010000000474974513,0,-2.0,0.0,0,0.0,nan
1772005616.8696418,stop,0.0,-0.0010000000474974513,1,0.0,0.0,-3,-149.00535202313668,nan
1772005616.8696728,stop,0.0,-0.0010000000474974513,0,0.0,0.0,0,nan,nan
1772005616.8901472,stop,0.0,0.0,0,-2.0,0.0,0,0.0,nan
1772005616.8902144,stop,0.0,0.0,1,0.0,0.0,-3,0.0,nan
1772005616.8902397,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005616.909842,stop,0.0,0.0,0,-2.0,0.0,0,0.0,nan
1772005616.9098907,stop,0.0,0.0,1,0.0,0.0,-2,50.735069987809744,nan
1772005616.9099212,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005616.9292705,stop,0.0,0.0,0,-1.0,0.0,0,0.0,nan
1772005616.9293098,stop,0.0,0.0,1,0.0,0.0,-2,0.0,nan
1772005616.9293337,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005616.9492183,stop,0.0,0.0,0,-1.0,0.0,0,0.0,nan
1772005616.9492588,stop,0.0,0.0,1,0.0,0.0,-2,0.0,nan
1772005616.9492817,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005616.9695947,stop,0.0,0.0,0,-1.0,0.0,0,0.0,nan
1772005616.969642,stop,0.0,0.0,1,-1.0,0.0,0,98.1771786855672,nan
1772005616.969671,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005616.9896572,stop,0.0,0.0,0,0.0,0.0,-1,-49.84257720421115,nan
1772005616.9897118,stop,0.0,0.0,1,-1.0,0.0,0,0.0,nan
1772005616.989743,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005617.009448,stop,0.0,0.0,0,0.0,0.0,-1,-50.545502223557804,nan
1772005617.0095017,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005617.0095258,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005617.0292616,stop,0.0,0.0,0,-1.0,0.0,-4,-201.8115105721728,nan
1772005617.029309,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005617.029331,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005617.0491953,stop,0.0,0.0,0,-1.0,0.0,-4,-200.64949237433572,nan
1772005617.0492404,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005617.049263,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005617.0692642,stop,0.0,0.0,0,-1.0,0.0,-4,-199.31373292043642,nan
1772005617.069309,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005617.0693312,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005617.0891466,stop,0.0,0.0,0,-1.0,0.0,-4,-201.16777895716842,nan
1772005617.0891905,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005617.0892127,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005617.1095045,stop,0.0,0.0,0,-1.0,0.0,-4,-196.53681495586076,nan
1772005617.1095572,stop,0.0,0.0,1,-1.0,0.0,0,0.0,nan
1772005617.109583,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005617.1290026,stop,0.0,0.0,0,-1.0,0.0,-4,-205.1037504494689,nan
1772005617.1290479,stop,0.0,0.0,1,-1.0,0.0,0,0.0,nan
1772005617.1290705,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005617.1489177,stop,0.0,0.0,0,-1.0,0.0,-4,-200.84551946792706,nan
1772005617.1489623,stop,0.0,0.0,1,-1.0,0.0,0,0.0,nan
1772005617.1489859,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005617.1691236,stop,0.0,0.0,0,-1.0,0.0,-4,-197.96740922143695,nan
1772005617.1691692,stop,0.0,0.0,1,-1.0,0.0,0,0.0,nan
1772005617.1691916,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005617.1890757,stop,0.0,0.0,0,-1.0,0.0,-2,-100.23737714374234,nan
1772005617.1891196,stop,0.0,0.0,1,-1.0,0.0,0,0.0,nan
1772005617.1891418,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005617.209176,stop,0.0,0.0,0,-1.0,0.0,-2,-99.51642976473062,nan
1772005617.2094598,stop,0.0,0.0,1,-1.0,0.0,0,0.0,nan
1772005617.2094939,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005617.2292848,stop,0.0,0.0,0,0.0,0.0,-1,-49.7297066121755,nan
1772005617.2293618,stop,0.0,0.0,1,-1.0,0.0,0,0.0,nan
1772005617.229392,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005617.2495468,stop,0.0,0.0,0,0.0,0.0,-1,-49.35506015447579,nan
1772005617.2496026,stop,0.0,0.0,1,-1.0,0.0,0,0.0,nan
1772005617.2496283,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005617.2690322,stop,0.0,0.0,0,0.0,0.0,-1,-51.30936365145473,nan
1772005617.2690747,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005617.2690983,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005617.289016,stop,0.0,0.0,0,0.0,0.0,-1,-50.05863367734792,nan
1772005617.2890701,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005617.2890952,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005617.3088202,stop,0.0,0.0,0,0.0,0.0,-1,-50.48148737830184,nan
1772005617.3088691,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005617.308894,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005617.3291962,stop,0.0,0.0,0,0.0,0.0,-1,-49.090129182894536,nan
1772005617.329247,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005617.3292706,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005617.3490825,stop,0.0,-0.0010000000474974513,0,-2.0,0.0,-1,-50.275681673057655,nan
1772005617.3491347,stop,0.0,-0.0010000000474974513,1,0.0,0.0,0,0.0,nan
1772005617.3491614,stop,0.0,-0.0010000000474974513,0,0.0,0.0,0,nan,nan
1772005617.36903,stop,0.0,0.0,0,-2.0,0.0,-1,-50.125682630164754,nan
1772005617.3690772,stop,0.0,0.0,1,0.0,0.0,-1,-50.125682630164754,nan
1772005617.369103,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005617.3887157,stop,0.0,0.0,0,-1.0,0.0,-3,-152.37838274895523,nan
1772005617.388757,stop,0.0,0.0,1,0.0,0.0,-1,0.0,nan
1772005617.3887794,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005617.4090853,stop,0.0,0.0,0,-1.0,0.0,-3,-147.31042829661612,nan
1772005617.409135,stop,0.0,0.0,1,0.0,0.0,-1,0.0,nan
1772005617.4091606,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005617.428682,stop,0.0,0.0,0,-1.0,0.0,-3,-153.0650433062502,nan
1772005617.428725,stop,0.0,0.0,1,0.0,0.0,0,51.0216811020834,nan
1772005617.428751,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005617.449437,stop,0.0,0.0,0,0.0,0.0,-2,-96.37500826404627,nan
1772005617.4494865,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005617.4495115,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005617.46956,stop,0.0,0.0,0,0.0,0.0,-2,-99.41606483179412,nan
1772005617.4696157,stop,0.0,0.0,1,-1.0,0.0,0,0.0,nan
1772005617.4696424,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005617.489085,stop,0.0,0.0,0,0.0,0.0,-2,-102.4223028241924,nan
1772005617.489135,stop,0.0,0.0,1,-1.0,0.0,0,0.0,nan
1772005617.489159,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005617.5094864,stop,0.0,0.0,0,0.0,0.0,-2,-98.07795647988767,nan
1772005617.5095553,stop,0.0,0.0,1,-1.0,0.0,0,0.0,nan
1772005617.5095835,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005617.529788,stop,0.0,0.0,0,0.0,0.0,-2,-98.55493336129186,nan
1772005617.5298624,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005617.5298903,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005617.5497365,stop,0.0,0.0,0,0.0,0.0,-2,-100.25554134938756,nan
1772005617.5498145,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005617.5498416,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005617.5690396,stop,0.0,0.0,0,0.0,0.0,-2,-103.51460552324697,nan
1772005617.5690935,stop,0.0,0.0,1,0.0,0.0,-2,-103.51460552324697,nan
1772005617.5691202,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005617.588987,stop,0.0,0.0,0,-1.0,0.0,-3,-150.38524941282623,nan
1772005617.5890374,stop,0.0,0.0,1,0.0,0.0,-2,0.0,nan
1772005617.5890627,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005617.6088574,stop,0.0,0.0,0,-1.0,0.0,-3,-151.00804666412378,nan
1772005617.6089122,stop,0.0,0.0,1,0.0,0.0,-2,0.0,nan
1772005617.608937,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005617.6290913,stop,0.0,0.0,0,-1.0,0.0,-3,-148.27008107014305,nan
1772005617.6291444,stop,0.0,0.0,1,-1.0,0.0,0,98.84672071342871,nan
1772005617.6291716,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005617.6485968,stop,0.0,0.0,0,-1.0,0.0,-2,-102.4913337165355,nan
1772005617.6486437,stop,0.0,0.0,1,-1.0,0.0,0,0.0,nan
1772005617.6486678,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005617.668941,stop,0.0,0.0,0,-1.0,0.0,-2,-98.32746457669036,nan
1772005617.6689935,stop,0.0,0.0,1,-1.0,0.0,0,0.0,nan
1772005617.6690197,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005617.6889253,stop,0.0,0.0,0,-1.0,0.0,-2,-100.07414493384321,nan
1772005617.6889815,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005617.6890066,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005617.7087991,stop,0.0,0.0,0,-1.0,0.0,-2,-100.61255438498407,nan
1772005617.7088451,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005617.7088683,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005617.728795,stop,0.0,0.0,0,-1.0,0.0,-2,-100.02673714619286,nan
1772005617.7288396,stop,0.0,0.0,1,-1.0,0.0,-2,-100.02673714619286,nan
1772005617.728865,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005617.748997,stop,0.0,0.0,0,0.0,0.0,-2,-99.03279619605698,nan
1772005617.7490544,stop,0.0,0.0,1,-1.0,0.0,-2,0.0,nan
1772005617.7490816,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005617.7689252,stop,0.0,0.0,0,0.0,0.0,-2,-100.35648127472228,nan
1772005617.768981,stop,0.0,0.0,1,-1.0,0.0,-2,0.0,nan
1772005617.7690077,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005617.7887065,stop,0.0,0.0,0,-1.0,0.0,-2,-101.08495493081763,nan
1772005617.7887533,stop,0.0,0.0,1,0.0,0.0,0,101.08495493081763,nan
1772005617.7887795,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005617.8086677,stop,0.0,0.0,0,-1.0,0.0,-2,-100.18033461987913,nan
1772005617.808712,stop,0.0,0.0,1,0.0,0.0,0,0.0,nan
1772005617.8087351,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005617.8286443,stop,0.0,0.0,0,-1.0,0.0,-2,-100.11085775833708,nan
1772005617.8286858,stop,0.0,0.0,1,0.0,0.0,-2,-100.11085775833708,nan
1772005617.8287127,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005617.8491137,stop,0.0,0.0,0,-1.0,0.0,-3,-146.599313728837,nan
1772005617.8491657,stop,0.0,0.0,1,0.0,0.0,-2,0.0,nan
1772005617.8491917,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005617.8690357,stop,0.0,0.0,0,-1.0,0.0,-3,-150.5801778963931,nan
1772005617.8690858,stop,0.0,0.0,1,0.0,0.0,-2,0.0,nan
1772005617.869111,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005617.8890069,stop,0.0,0.0,0,-1.0,0.0,-3,-150.21295690953005,nan
1772005617.8890579,stop,0.0,0.0,1,-1.0,0.0,-1,50.07098563651002,nan
1772005617.8890848,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005617.9086328,stop,0.0,0.0,0,-1.0,0.0,-3,-152.8309877257368,nan
1772005617.9086773,stop,0.0,0.0,1,-1.0,0.0,-1,0.0,nan
1772005617.908702,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005617.9283314,stop,0.0,0.0,0,-1.0,0.0,-3,-152.293973667126,nan
1772005617.9283738,stop,0.0,0.0,1,0.0,0.0,-2,-50.764657889042006,nan
1772005617.9283996,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005617.948707,stop,0.0,0.0,0,-1.0,0.0,-2,-98.17532807868244,nan
1772005617.948757,stop,0.0,0.0,1,0.0,0.0,-2,0.0,nan
1772005617.9487808,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005617.968691,stop,0.0,0.0,0,-1.0,0.0,-2,-100.07414493384321,nan
1772005617.9687412,stop,0.0,0.0,1,0.0,0.0,-2,0.0,nan
1772005617.9687662,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005617.9882848,stop,0.0,0.0,0,-1.0,0.0,-2,-102.06019214107101,nan
1772005617.988329,stop,0.0,0.0,1,-1.0,0.0,-1,51.03009607053551,nan
1772005617.9883592,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005618.0084527,stop,0.0,0.0,0,-1.0,0.0,-2,-99.1855625499247,nan
1772005618.0084991,stop,0.0,0.0,1,-1.0,0.0,-1,0.0,nan
1772005618.008523,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005618.0286844,stop,0.0,0.0,0,-1.0,0.0,-2,-98.86141799250215,nan
1772005618.028736,stop,0.0,0.0,1,-1.0,0.0,-1,0.0,nan
1772005618.0287604,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005618.048742,stop,0.0,0.0,0,-1.0,0.0,-1,-49.86158672794276,nan
1772005618.048793,stop,0.0,0.0,1,0.0,0.0,-2,-49.86158672794276,nan
1772005618.0488188,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
1772005618.0687225,stop,0.0,0.0,0,-1.0,0.0,-1,-50.045809432005655,nan
1772005618.0687747,stop,0.0,0.0,1,0.0,0.0,-2,0.0,nan
1772005618.0687983,stop,0.0,0.0,0,0.0,0.0,0,nan,nan
