t,segment,window_sec,rpm_avg_10s,cur_avg_10s,dpps_avg_10s,cpr_avg_10s,rpm_avg_all,cur_avg_all,dpps_avg_all,cpr_avg_all,n_all,duration_sec,data_ok
1772005609.337307,stop,10.0,0.08531746031746032,0.0,2.551730033290355,1150.0587917480716,0.08531746031746032,0.0,2.551730033290355,1150.0587917480716,336,6.453837614999884,0
1772005609.3375204,other,10.0,244.8181818181818,-2.893939451737838,4947.629570031928,933.7304367766136,244.8181818181818,-2.893939451737838,4947.629570031928,933.7304367766136,11,3.338313572000061,0
1772005610.3559086,straight,10.0,325.4255952380954,-5.012500007769888,23361.986692731232,3036.3997774901068,325.4255952380954,-5.012500007769888,23361.986692731232,3036.3997774901068,224,4.597275644000092,0
1772005610.3564837,stop,10.0,0.08531746031746032,0.0,2.551730033290355,1150.0587917480716,0.08531746031746032,0.0,2.551730033290355,1150.0587917480716,336,6.453837614999884,0
1772005610.3566039,other,10.0,244.8181818181818,-2.893939451737838,4947.629570031928,933.7304367766136,244.8181818181818,-2.893939451737838,4947.629570031928,933.7304367766136,11,3.338313572000061,0
1772005611.3753986,straight,10.0,340.0581818181822,-5.074787884770013,23147.232373662326,2886.7073047066706,340.0581818181822,-5.074787884770013,23147.232373662326,2886.7073047066706,275,5.6169409440001346,0
1772005611.3759239,stop,10.0,0.08531746031746032,0.0,2.551730033290355,1150.0587917480716,0.08531746031746032,0.0,2.551730033290355,1150.0587917480716,336,6.453837614999884,0
1772005611.376042,other,10.0,244.8181818181818,-2.893939451737838,4947.629570031928,933.7304367766136,244.8181818181818,-2.893939451737838,4947.629570031928,933.7304367766136,11,3.338313572000061,0
1772005612.3945982,straight,10.0,354.8077709611454,-5.065950926461832,23966.515459405942,2902.8954726672605,354.8077709611454,-5.065950926461832,23966.515459405942,2902.8954726672605,326,6.636057236999932,0
1772005612.3951209,stop,10.0,0.08531746031746032,0.0,2.551730033290355,1150.0587917480716,0.08531746031746032,0.0,2.551730033290355,1150.0587917480716,336,6.453837614999884,0
1772005612.3952286,other,10.0,244.8181818181818,-2.893939451737838,4947.629570031928,933.7304367766136,244.8181818181818,-2.893939451737838,4947.629570031928,933.7304367766136,11,3.338313572000061,0
1772005613.4141862,straight,10.0,368.8045977011495,-5.111317432105906,25804.43183452553,2979.0703349458727,368.8045977011495,-5.111317432105906,25804.43183452553,2979.0703349458727,377,7.655518524999934,0
1772005613.4147277,stop,10.0,0.08531746031746032,0.0,2.551730033290355,1150.0587917480716,0.08531746031746032,0.0,2.551730033290355,1150.0587917480716,336,6.453837614999884,0
1772005613.4148479,other,10.0,244.8181818181818,-2.893939451737838,4947.629570031928,933.7304367766136,244.8181818181818,-2.893939451737838,4947.629570031928,933.7304367766136,11,3.338313572000061,0
1772005614.4343429,straight,10.0,380.01479750778844,-5.11690032658547,24391.46302660882,2795.03703516225,380.01479750778844,-5.11690032658547,24391.46302660882,2795.03703516225,428,8.675245574999963,0
1772005614.4348807,stop,10.0,0.08531746031746032,0.0,2.551730033290355,1150.0587917480716,0.08531746031746032,0.0,2.551730033290355,1150.0587917480716,336,6.453837614999884,0
1772005614.4349997,other,10.0,244.8181818181818,-2.893939451737838,4947.629570031928,933.7304367766136,244.8181818181818,-2.893939451737838,4947.629570031928,933.7304367766136,11,3.338313572000061,0
1772005615.4533954,straight,10.0,389.04105775922096,-5.100904678999752,27133.854095692477,3000.826177475475,389.04105775922096,-5.100904678999752,27133.854095692477,3000.826177475475,479,9.694544899999983,0
1772005615.453929,stop,10.0,0.08531746031746032,0.0,2.551730033290355,1150.0587917480716,0.08531746031746032,0.0,2.551730033290355,1150.0587917480716,336,6.453837614999884,0
1772005615.4540389,other,10.0,244.8181818181818,-2.893939451737838,4947.629570031928,933.7304367766136,244.8181818181818,-2.893939451737838,4947.629570031928,933.7304367766136,11,3.338313572000061,0
1772005616.4727838,straight,10.0,404.75371120108036,-5.056882614307556,28391.4854978061,3045.659964493064,390.90062893081796,-5.059433982882107,26914.985820537797,2946.8169261256785,530,10.713976064999997,0
1772005616.4733112,stop,10.0,0.08531746031746032,0.0,2.551730033290355,1150.0587917480716,0.08531746031746032,0.0,2.551730033290355,1150.0587917480716,336,6.453837614999884,0
1772005616.4734676,other,10.0,244.8181818181818,-2.893939451737838,4947.629570031928,933.7304367766136,244.8181818181818,-2.893939451737838,4947.629570031928,933.7304367766136,11,3.338313572000061,0
1772005617.472888,straight,10.0,403.86909581646495,-5.025371145703371,28386.29647026302,3059.666901267643,388.9968847352028,-5.042679148745311,26702.932675934546,2938.6733395524134,535,10.813983833000066,0
1772005617.4730687,stop,10.0,1.0387596899224807,-0.014728681985722032,-163.55145161862737,5270.688721777153,0.19349164467897975,-0.001671064183076642,-16.963124641661725,4093.365884625987,379,18.267867922999812,0
1772005617.4731855,other,10.0,299.33333333333337,-3.5370371076795797,5484.89450035132,1855.333642392237,220.56410256410257,-2.6692308187484746,4222.287310607247,1582.6553179691057,13,10.934358489000033,0
1772005618.492867,straight,10.0,403.86909581646495,-5.025371145703371,28386.29647026302,3059.666901267643,388.9968847352028,-5.042679148745311,26702.932675934546,2938.6733395524134,535,10.813983833000066,0
1772005618.4931104,stop,10.0,-1.3296703296703298,-0.006959706872374147,-185.14974768276375,2874.3993582909025,-0.2162373145979702,-0.0014832162187026871,-38.70632424729158,2644.487282751858,427,19.227103881999938,0
1772005618.4932318,other,10.0,215.41666666666666,-2.652777830759685,3667.440055775601,1878.8022459773963,172.39583333333331,-2.1687500402331357,3095.935325252471,1651.3839564873122,16,12.813834561000021,0
1772005619.5109317,straight,10.0,362.12916666666666,-4.218333358764647,26355.06168006282,2857.5301607980828,346.77051061388437,-4.470740122625489,24290.102924074232,2798.706347477816,581,13.752135618000011,0
1772005619.511172,stop,10.0,-1.3296703296703298,-0.006959706872374147,-185.14974768276375,2874.3993582909025,-0.2162373145979702,-0.0014832162187026871,-38.70632424729158,2644.487282751858,427,19.227103881999938,0
1772005619.5112975,other,10.0,134.68627450980398,-1.7549019981833072,1664.915929878522,1980.565472402476,117.2857142857143,-1.5571428877966744,1610.9169210793905,1787.9109229957303,21,12.91324414099995,0
1772005620.5305314,straight,10.0,281.1274999999997,-3.0680000197887454,18270.908421302054,2854.6193619815917,298.1687763713081,-3.7836498049115286,20218.619904820447,2921.7896747129307,632,14.771558831999982,0
1772005620.5307705,stop,10.0,-1.3296703296703298,-0.006959706872374147,-185.14974768276375,2874.3993582909025,-0.2162373145979702,-0.0014832162187026871,-38.70632424729158,2644.487282751858,427,19.227103881999938,0
